Industry21,Dis1,Men,raceX,Educ,_TYPE_,_FREQ_,n_Est,Sample
"Real Estate, Rental & Leasing",,1,Black/African American only,Bachelors Degree or more,23,211,28393,211
"Real Estate, Rental & Leasing",,1,Asian only,Less than High School,23,36,4187,36
"Real Estate, Rental & Leasing",,1,Asian only,High School,23,74,8028,74
"Real Estate, Rental & Leasing",,1,Asian only,Some College,23,125,14052,125
"Real Estate, Rental & Leasing",,1,Asian only,Bachelors Degree or more,23,282,28455,282
"Real Estate, Rental & Leasing",,1,Some other race(s),Less than High School,23,231,31373,231
"Real Estate, Rental & Leasing",,1,Some other race(s),High School,23,259,33046,259
"Real Estate, Rental & Leasing",,1,Some other race(s),Some College,23,291,35637,291
"Real Estate, Rental & Leasing",,1,Some other race(s),Bachelors Degree or more,23,135,15957,135
"Professional, Scientific, Management",,0,White only,Less than High School,23,399,41530,399
"Professional, Scientific, Management",,0,White only,High School,23,4372,434637,4372
"Professional, Scientific, Management",,0,White only,Some College,23,10443,1024302,10443
"Professional, Scientific, Management",,0,White only,Bachelors Degree or more,23,20347,1961722,20347
"Professional, Scientific, Management",,0,Black/African American only,Less than High School,23,53,5929,53
"Professional, Scientific, Management",,0,Black/African American only,High School,23,298,32296,298
"Professional, Scientific, Management",,0,Black/African American only,Some College,23,837,103255,837
"Professional, Scientific, Management",,0,Black/African American only,Bachelors Degree or more,23,1192,142427,1192
"Professional, Scientific, Management",,0,Asian only,Less than High School,23,39,4055,39
"Professional, Scientific, Management",,0,Asian only,High School,23,105,12106,105
"Professional, Scientific, Management",,0,Asian only,Some College,23,390,41844,390
"Professional, Scientific, Management",,0,Asian only,Bachelors Degree or more,23,2713,288005,2713
"Professional, Scientific, Management",,0,Some other race(s),Less than High School,23,90,10372,90
"Professional, Scientific, Management",,0,Some other race(s),High School,23,235,25930,235
"Professional, Scientific, Management",,0,Some other race(s),Some College,23,608,65795,608
"Professional, Scientific, Management",,0,Some other race(s),Bachelors Degree or more,23,855,92099,855
"Professional, Scientific, Management",,1,White only,Less than High School,23,420,43352,420
"Professional, Scientific, Management",,1,White only,High School,23,2674,280151,2674
"Professional, Scientific, Management",,1,White only,Some College,23,8929,900366,8929
"Professional, Scientific, Management",,1,White only,Bachelors Degree or more,23,33017,3169928,33017
"Professional, Scientific, Management",,1,Black/African American only,Less than High School,23,64,8730,64
"Professional, Scientific, Management",,1,Black/African American only,High School,23,247,32645,247
"Professional, Scientific, Management",,1,Black/African American only,Some College,23,699,90894,699
"Professional, Scientific, Management",,1,Black/African American only,Bachelors Degree or more,23,1169,146600,1169
"Professional, Scientific, Management",,1,Asian only,Less than High School,23,55,6406,55
"Professional, Scientific, Management",,1,Asian only,High School,23,92,10461,92
"Professional, Scientific, Management",,1,Asian only,Some College,23,408,44358,408
"Professional, Scientific, Management",,1,Asian only,Bachelors Degree or more,23,4880,536301,4880
"Professional, Scientific, Management",,1,Some other race(s),Less than High School,23,90,10323,90
"Professional, Scientific, Management",,1,Some other race(s),High School,23,204,27029,204
"Professional, Scientific, Management",,1,Some other race(s),Some College,23,501,54637,501
"Professional, Scientific, Management",,1,Some other race(s),Bachelors Degree or more,23,1055,118926,1055
Administrative & Waste Management Services,,0,White only,Less than High School,23,1662,205169,1662
Administrative & Waste Management Services,,0,White only,High School,23,4352,464022,4352
Administrative & Waste Management Services,,0,White only,Some College,23,5728,601079,5728
Administrative & Waste Management Services,,0,White only,Bachelors Degree or more,23,3780,369228,3780
Administrative & Waste Management Services,,0,Black/African American only,Less than High School,23,311,37378,311
Administrative & Waste Management Services,,0,Black/African American only,High School,23,879,116590,879
Administrative & Waste Management Services,,0,Black/African American only,Some College,23,1330,179712,1330
Administrative & Waste Management Services,,0,Black/African American only,Bachelors Degree or more,23,486,60125,486
Administrative & Waste Management Services,,0,Asian only,Less than High School,23,76,9024,76
Administrative & Waste Management Services,,0,Asian only,High School,23,120,13151,120
Administrative & Waste Management Services,,0,Asian only,Some College,23,198,20898,198
Administrative & Waste Management Services,,0,Asian only,Bachelors Degree or more,23,347,37629,347
Administrative & Waste Management Services,,0,Some other race(s),Less than High School,23,654,88510,654
Administrative & Waste Management Services,,0,Some other race(s),High School,23,572,77615,572
Administrative & Waste Management Services,,0,Some other race(s),Some College,23,599,65614,599
Administrative & Waste Management Services,,0,Some other race(s),Bachelors Degree or more,23,216,25633,216
Administrative & Waste Management Services,,1,White only,Less than High School,23,3869,490964,3869
Administrative & Waste Management Services,,1,White only,High School,23,7846,891530,7846
Administrative & Waste Management Services,,1,White only,Some College,23,7553,811091,7553
Administrative & Waste Management Services,,1,White only,Bachelors Degree or more,23,5007,502997,5007
Administrative & Waste Management Services,,1,Black/African American only,Less than High School,23,627,79515,627
Administrative & Waste Management Services,,1,Black/African American only,High School,23,1512,214462,1512
Administrative & Waste Management Services,,1,Black/African American only,Some College,23,1389,188876,1389
Administrative & Waste Management Services,,1,Black/African American only,Bachelors Degree or more,23,448,59153,448
Administrative & Waste Management Services,,1,Asian only,Less than High School,23,125,13060,125
Administrative & Waste Management Services,,1,Asian only,High School,23,167,19332,167
Administrative & Waste Management Services,,1,Asian only,Some College,23,256,29057,256
Administrative & Waste Management Services,,1,Asian only,Bachelors Degree or more,23,410,42067,410
Administrative & Waste Management Services,,1,Some other race(s),Less than High School,23,1478,215871,1478
Administrative & Waste Management Services,,1,Some other race(s),High School,23,1044,144550,1044
Administrative & Waste Management Services,,1,Some other race(s),Some College,23,740,95538,740
Administrative & Waste Management Services,,1,Some other race(s),Bachelors Degree or more,23,245,29978,245
Educational Services,,0,White only,Less than High School,23,1233,127766,1233
Educational Services,,0,White only,High School,23,9017,802236,9017
Educational Services,,0,White only,Some College,23,16803,1474388,16803
Educational Services,,0,White only,Bachelors Degree or more,23,54880,4958718,54880
Educational Services,,0,Black/African American only,Less than High School,23,340,38074,340
Educational Services,,0,Black/African American only,High School,23,1259,139514,1259
Educational Services,,0,Black/African American only,Some College,23,2522,275764,2522
Educational Services,,0,Black/African American only,Bachelors Degree or more,23,4674,523773,4674
Educational Services,,0,Asian only,Less than High School,23,88,9234,88
Educational Services,,0,Asian only,High School,23,217,19010,217
Educational Services,,0,Asian only,Some College,23,749,68163,749
Educational Services,,0,Asian only,Bachelors Degree or more,23,2700,266972,2700
Educational Services,,0,Some other race(s),Less than High School,23,267,26253,267
Educational Services,,0,Some other race(s),High School,23,644,62578,644
Educational Services,,0,Some other race(s),Some College,23,1410,135560,1410
Educational Services,,0,Some other race(s),Bachelors Degree or more,23,2250,220698,2250
Educational Services,,1,White only,Less than High School,23,714,71105,714
Educational Services,,1,White only,High School,23,3699,332691,3699
Educational Services,,1,White only,Some College,23,7170,660238,7170
Educational Services,,1,White only,Bachelors Degree or more,23,24571,2261472,24571
Educational Services,,1,Black/African American only,Less than High School,23,198,20557,198
Educational Services,,1,Black/African American only,High School,23,712,87615,712
Educational Services,,1,Black/African American only,Some College,23,1073,124961,1073
Educational Services,,1,Black/African American only,Bachelors Degree or more,23,1836,219250,1836
Educational Services,,1,Asian only,Less than High School,23,37,4481,37
Educational Services,,1,Asian only,High School,23,164,14699,164
Educational Services,,1,Asian only,Some College,23,422,42120,422
Educational Services,,1,Asian only,Bachelors Degree or more,23,2020,197903,2020
Educational Services,,1,Some other race(s),Less than High School,23,144,15700,144
Educational Services,,1,Some other race(s),High School,23,394,36322,394
Educational Services,,1,Some other race(s),Some College,23,631,62171,631
Educational Services,,1,Some other race(s),Bachelors Degree or more,23,1071,113567,1071
Health Care,,0,White only,Less than High School,23,3006,309353,3006
Health Care,,0,White only,High School,23,16562,1633254,16562
Health Care,,0,White only,Some College,23,41149,3973655,41149
Health Care,,0,White only,Bachelors Degree or more,23,34013,3271659,34013
Health Care,,0,Black/African American only,Less than High School,23,1325,156756,1325
Health Care,,0,Black/African American only,High School,23,4156,536899,4156
Health Care,,0,Black/African American only,Some College,23,7326,972956,7326
Health Care,,0,Black/African American only,Bachelors Degree or more,23,3527,446201,3527
Health Care,,0,Asian only,Less than High School,23,270,26985,270
Health Care,,0,Asian only,High School,23,533,60789,533
Health Care,,0,Asian only,Some College,23,1735,183361,1735
Health Care,,0,Asian only,Bachelors Degree or more,23,4773,491247,4773
Health Care,,0,Some other race(s),Less than High School,23,696,76089,696
Health Care,,0,Some other race(s),High School,23,1471,169465,1471
Health Care,,0,Some other race(s),Some College,23,2822,318457,2822
Health Care,,0,Some other race(s),Bachelors Degree or more,23,1479,168372,1479
Health Care,,1,White only,Less than High School,23,659,68039,659
Health Care,,1,White only,High School,23,3259,326253,3259
Health Care,,1,White only,Some College,23,7565,768476,7565
Health Care,,1,White only,Bachelors Degree or more,23,15560,1485185,15560
Health Care,,1,Black/African American only,Less than High School,23,264,29914,264
Health Care,,1,Black/African American only,High School,23,980,130763,980
Health Care,,1,Black/African American only,Some College,23,1517,204378,1517
Health Care,,1,Black/African American only,Bachelors Degree or more,23,1166,150040,1166
Health Care,,1,Asian only,Less than High School,23,69,7525,69
Health Care,,1,Asian only,High School,23,195,21052,195
Health Care,,1,Asian only,Some College,23,666,74685,666
Health Care,,1,Asian only,Bachelors Degree or more,23,2642,270570,2642
Health Care,,1,Some other race(s),Less than High School,23,182,21573,182
Health Care,,1,Some other race(s),High School,23,414,44830,414
Health Care,,1,Some other race(s),Some College,23,672,76967,672
Health Care,,1,Some other race(s),Bachelors Degree or more,23,620,65572,620
Social Assistance Services,,0,White only,Less than High School,23,1254,129635,1254
Social Assistance Services,,0,White only,High School,23,4505,425234,4505
Social Assistance Services,,0,White only,Some College,23,6807,666382,6807
Social Assistance Services,,0,White only,Bachelors Degree or more,23,7291,700793,7291
Social Assistance Services,,0,Black/African American only,Less than High School,23,354,43294,354
Social Assistance Services,,0,Black/African American only,High School,23,1064,126783,1064
Social Assistance Services,,0,Black/African American only,Some College,23,1759,217461,1759
Social Assistance Services,,0,Black/African American only,Bachelors Degree or more,23,1174,146465,1174
